na,candidate_name,party,votes,rank
NA-173,Haji   Muhammad Thebo,Independent,264,6
NA-173,Haji   Ali Ahmad Shah,Independent,156,7
NA-173,Nadir   Hussain,Independent,143,8
NA-173,Syed   Ghulam Mustafa Shah,Independent,89,9
NA-173,Doctor   Fawad Hussain,Independent,79,10
NA-173,Islam   Ali Shah,Independent,66,11
NA-174,Pir   Aftab Hussain Shah Gillani,PPP,42059,1
NA-174,Syed   Qurban Ali Shah,PML-N,36833,2
NA-174,Muhammad Rashid,PIF,1285,3
NA-174,Iftikhar Ahmad,Independent,496,4
NA-174,Zahid   Ali Khan,HG,415,5
NA-174,Abdul   Ghaffar Qureishi,Independent,210,6
NA-174,Qayyum   Shahid,Independent,132,7
NA-174,Shabbir Ahmad Qaimkhani,HPG,102,8
NA-174,Haji   Ghulam Rasool,Independent,55,9
NA-174,Ashfaq   Ahmad,Independent,31,10
NA-175,Nawab Muhammad Yousif Talpur,PPP,40780,1
NA-175,Pir   Noor Muhammad Shah Jillani,PML-N,33219,2
NA-175,Syed   Ghulam Rasool Shah,Independent,1548,3
NA-175,Behram   Ali Talpor,Independent,275,4
NA-175,Maqsood Ahmad,Independent,213,5
NA-175,Ghulam   Mustafa,HPG,188,6
NA-175,Syed   Ali Mardan Shah,Independent,150,7
NA-175,Muzaffar Hussain Shah,Independent,132,8
NA-175,Jam   Muhammad Khan Talpur,Independent,88,9
NA-175,Nawab   Muhammad Hussain,Independent,85,10
NA-176,Arab Ghulam Raheem,PPP,63407,1
NA-176,Abdul   Qados,PML-N,18242,2
NA-176,Arbab   Abdullah,Independent,575,3
NA-176,Rasool   Bux,Independent,452,4
NA-176,Arbab   Attaullah,Independent,197,5
NA-176,Muhammad Manghan,Independent,120,6
NA-177,Malik Asad Sikandar,PPP,48065,1
NA-177,Pir   Baskhsh,PML-N,19958,2
NA-177,Javed,Independent,996,3
NA-177,Hussain Bux Thedo,Independent,386,4
NA-177,Syed   Muhammad Shoaib Shibli,Independent,375,5
NA-177,Ameer   Bux,Independent,279,6
NA-177,Qurban   Ali Khoso,Independent,153,7
NA-177,Idrees   Khan,HPG,97,8
NA-177,Roshan   Ali Bunero,Independent,60,9
NA-177,Hussain Shah Rashdi,Independent,43,10
NA-178,Haji  Muhammad Bux Jamali,PPP,50293,1
NA-178,Zafar   Ullah Khan,Independent,6617,2
NA-178,Doctor   Manzoor Hussain Leghari,PML-N,981,3
NA-178,Murtaza Bhutto,SBC,259,4
NA-178,Chakar   Khan,Independent,82,5
NA-178,Lal   Bux,Independent,79,6
NA-178,Nabi   Bux,Independent,57,7
NA-178,Mumtaz Hussain Laghari,Independent,22,8
NA-178,Rafique Ahmad Jamali,Independent,18,9
NA-179,Rafiq Ahmad Mahessar,PPP,51277,1
NA-179,Abdul   Hameed Khan Jatoi,PML-N,33988,2
NA-180,Haji Khuda Bakhash Rajpar,PML-N,51931,1
NA-180,Makhdoom Shah Nawaz,PPP,29524,2
NA-180,Chaudhary Muzaffar Khan,Independent,2417,3
NA-180,Haji   Peer Bux,Independent,1638,4
NA-180,Muhammad Akhtar,HPG,938,5
NA-180,Jaan   Ali,Independent,270,6
NA-181,Jam   Mashooq Ali,PML-N,50531,1
NA-181,Shah   Nawaz Khan Junejo,PPP,45121,2
NA-181,Haji   Ghulam Qadir,Independent,1946,3
NA-181,Abdul   Aziz Ghori,PIF,1125,4
NA-181,Faiz   Muhammad,Independent,513,5
NA-181,Faqeer   Ali Hassan,Independent,508,6
NA-181,Amjad   Ghouri,HG,350,7
NA-181,Abdul   Razzaq Soamro,Independent,228,8
NA-181,Fida   Hussain Dero,Independent,198,9
NA-181,Mir   Muhammad Wassan,Independent,132,10
NA-181,Syed   Manzoor Ali,Independent,88,11
NA-181,Qadir   Bakhsh,Independent,86,12
NA-181,Darya   Khan,Independent,64,13
NA-181,Muhammad Younus Rajpor,HPG,62,14
NA-181,Muhammad Ali Shaikh,Independent,55,15
NA-181,Noor   Muhammad Junejo,Independent,33,16
NA-181,Altaf   Hussain Rind,Independent,21,17
NA-181,Muhammad Khan Junijo,Independent,11,18
NA-181,Roshan   Din Junejo,Independent,10,19
NA-182,Ghulam Hussain alias Babu,PPP,48425,1
NA-182,Syed   Ijaz Ali Shah Sherazi,Independent,28428,2
NA-182,Syed   Ghulam Mustafa Shah,Independent,242,3
NA-182,Mir   Ghulam Murtaza Bhutto,SBC,122,4
NA-183,Syed Shafqat Hussain Shah Sherazi,Independent,43334,1
NA-183,Abdul   Rehman Memon,PPP,35340,2
NA-183,Syed   Ghulam Akram Shah Sheerazi,Independent,327,3
NA-183,Arab   Wazir Ahmad Memon,Independent,174,4
NA-183,Haji   Abdul Ghafor Qasmi,Independent,141,5
NA-184,Mian Ijaz Shafi,PML-N,32937,1
NA-184,Syed   Masroor Ahsan,PPP,32671,2
NA-184,Qamus   Gull Khattak,ANP,5350,3
NA-184,Qari   Sher Afzal Khan,IJM,4161,4
NA-184,Mustafa Kamal Rizvi,Independent,324,5
NA-184,Shamsher Ahmad Khan,HG,217,6
NA-184,Abdullah Baloch,NPP,127,7
NA-184,Abdul   Hameed,Independent,126,8
NA-184,Muhammad Arshad Qureishi,Independent,124,9
NA-184,Muhammad Irfan Khan,HPG,105,10
NA-184,Jamshid Ahmad Khan,Independent,86,11
NA-184,Shafiq   Ahmad Qureishi,NDA,66,12
NA-185,Muhammad Afaq Khan,PPP,14866,1
NA-185,Alhaj   Shamimuddin,PML-N,10218,2
NA-185,Abdul   Sattar Afghani,PIF,7796,3
NA-185,Qazi   Muhammad Haleem,ANP,4644,4
NA-185,Ghulam   Mujtaba,MDM,695,5
NA-185,Ali   Asghar Alvi,Independent,360,6
NA-185,Syed Shamoon Ibrar,HG,275,7
NA-185,A.K   Shamas,HPG,168,8
NA-185,Aziz   Ahmad,PML-F,144,9
NA-185,Muhammad Younis,GQM,128,10
NA-185,Wazeer   Ahmad Jogezai,Independent,57,11
NA-185,Syed   Khalid Hussain Rizvi,GAP,51,12
NA-185,Abdul   Haseeb Farooqi,Independent,39,13
NA-185,Ahmad   Siddiqui,Independent,32,14
NA-185,Mustafa Kamal Rizvi,Independent,15,15
NA-186,Dost Muhammad Faizi,PML-N,17058,1
NA-186,Naimatullah Khan,PIF,10344,2
NA-186,Tahir   Khan,PPP,6467,3
NA-186,Anwar   Ahmad Qureishi,HG,166,4
NA-186,Kanwar   Khalid Younis,HPG,130,5
NA-186,Moulana Muhammad Asad Thanvi,MDM,112,6
NA-186,Ameer   Ali Patti Wala,MQM,93,7
NA-186,Tanveer Hussain,GAP,25,8
NA-186,Muhammad Zahid Qureishi,Independent,12,9
NA-187,Hafiz Muhammad Taqi,PML-N,9863,1
NA-187,Shah   Farid Ul Haq,IJM,6386,2
NA-187,Abdul   Hameed Qureishi,PPP,3043,3
NA-187,Doctor   Shiraz Allauddin Sherazi,HG,2318,4
NA-187,Raisa   Mohani,HPG,181,5
NA-187,Muhammad Siddique Rathore,Independent,64,6
NA-187,Ahtasham Ghazi,TPP,22,7
NA-187,Doctor   Saghir Ahmad,Independent,16,8
NA-188,Muzaffar Ahmad Hashmi,PIF,12235,1
NA-188,Hamza   Ali Qadri,PML-N,11257,2
NA-188,Syed   Saeed Hassan,PPP,4716,3
NA-188,Moulana Muhammad Asad Thanvi,MDM,940,4
NA-188,Syed   Irshad Ali Jafri,HG,398,5
NA-188,Farooq   Ahmad,HPG,135,6
NA-188,Farhan   Zia,Independent,85,7
NA-188,Muhammad Sagheer Qureshi,Independent,66,8
NA-188,Syed   Mazhar Taqi Rizvi,Independent,51,9
NA-188,Badar   Iqbal,Independent,30,10
NA-188,S.M   Haidar,ATIP,19,11
NA-188,Muhammad Saleem,Independent,16,12
NA-188,Syed   Muhammad Abid Shah,Independent,15,13
NA-188,Syed   Tahawar Ali,Independent,10,14
NA-189,Waja Ahmad Karim Dad,PPP,38849,1
NA-189,Muhammad Younis Baloch,PML-N,18996,2
NA-189,Mir   Ghulam Murtaza Bhutto,SBC,4108,3
NA-189,Pir   Mukhtar Ahmad Jan,IJM,1873,4
NA-189,Abdul   Aziz Khan Khilji Advocate,MDM,580,5
NA-189,Muhammad Ishaq Shehzad,Independent,521,6
NA-189,Muhammad Yousif Khan,Independent,258,7
NA-189,Muhammad Yousuf Haji Hashmi,Independent,175,8
NA-189,Abdur   Rahim Baloch,Independent,111,9
NA-189,Muhammad Ayub,HPG,64,10
NA-190,Abdul Aziz Memon,PPP,23309,1
NA-190,Haji   Muhammad Hanif Tayyab,PML-N,19439,2
NA-190,Moulana Shah Ahmad Noorani Siddiqi,IJM,5062,3
NA-190,Hukam   Khan,Independent,149,4
NA-190,Haji   Muhammad Aashqeen,HG,123,5
NA-190,Doctor   Muhammad Farooq Sattar,HPG,115,6
NA-190,Abdul   Razzaq S/O Faqir Muhammad,Independent,87,7
NA-190,Abdul   Raazaq S/O Abdul Sattar,Independent,61,8
NA-190,Shajar   Ali Hoti,Independent,48,9
NA-190,Abdul   Habib Memon,TII,28,10
NA-190,Professor Umar Farooq Khan Advocate,Independent,27,11
NA-190,Muhammad Dilawar,Independent,17,12
NA-190,Abdul   Qadir Lakhani,Independent,16,13
NA-190,Muhammad Ayub,Independent,13,14
NA-190,Muhammad Ali Khan,Independent,12,15
NA-190,Iftikhar Hussain,Independent,11,16
NA-191,Caption (R) Haleem Ahmad Siddiqui,PML-N,33840,1
NA-191,Mian   Muhammad Akhtar Pagganwala,PPP,10245,2
NA-191,Qazi   Hussain Ahmad,PIF,8452,3
NA-191,Abdul   Karim Mandokhel,ANP,655,4
NA-191,Raja   Arif Sultan Minhas,Independent,271,5
NA-191,M.A   Jalil,HPG,151,6
NA-191,Shahzad Tariq,Independent,111,7
NA-191,Qamar   ul Islam,Independent,99,8
NA-191,Mir   Afzal,Independent,77,9
NA-191,Khalid   Mehmood Shah,Independent,57,10
NA-191,Mirza   Mushtaq (Rtd),Independent,31,11
NA-191,Umar Farooq Khan,Independent,30,12
NA-191,Javed   Saddiqi,Independent,20,13
NA-191,Shah   Baleegh Uddin,Independent,12,14
NA-191,Muhammad Kamil Sheikh,Independent,12,15
NA-191,Muhammad Yousif Qureshi,PIT,12,16
NA-192,Zuhair Akram Nadeem,PML-N,20101,1
NA-192,Sheikh   Muhammad Saeed Chawala,PPP,8589,2
NA-192,Muzaffar Hassan,PIF,4960,3
NA-192,Ghulam   Murtaza Durrani,HG,3417,4
NA-192,Ijaz   Mehmood,HPG,658,5
NA-192,Iqbal   Haidar,Independent,257,6
NA-192,Masood   Naqvi,Independent,155,7
NA-192,Arshad   Hussain,Independent,116,8
NA-192,Muhammad Arif,GQM,82,9
NA-192,Haleem   Ahmad Siddiqui,Independent,65,10
NA-192,Syed   Abdul Bari Jillani,Independent,62,11
NA-192,Shah   Jehan,Independent,58,12
NA-192,Muhammad Zada,JMP,31,13
NA-192,Hassan   Mussana Alvi,Independent,11,14
NA-193,Abu   Bakar Shaikhani,PML-N,27845,1
NA-193,Syed   Munawar Hassan,PIF,8550,2
NA-193,Muhammad Zaman Mahsood,PPP,4679,3
NA-193,Tahseen Zafar,HG,912,4
NA-193,Khalid   Bin Waleed,HPG,200,5
NA-193,Inbisat Malik,Independent,153,6
NA-193,Khawja   Muhammad Sharif Ul Islam,Independent,125,7
NA-193,Abdul   Jabbar,Independent,101,8
NA-193,Raess   Uddin,Independent,93,9
NA-193,Syed   Muhammad Saeed,Independent,70,10
NA-193,Muhammad Haneed Shaikhani,Independent,49,11
NA-193,Mehmood   Hussain,Independent,27,12
NA-193,Moulana Muhammad Asad Thanvi (Rtd),MDM,24,13
NA-193,Syed   Abid Ali Jafri,Independent,19,14
NA-193,Mohsin,Independent,18,15
NA-193,Mushtaq Mirza (Rtd),NDA,15,16
NA-193,Azmat   Khan (Rtd),GAP,10,17
NA-194,Haji Muzafar Ali Shujra,PPP,13709,1
NA-194,Mansoor Ahmad Sootwala,PML-N,9412,2
NA-194,Muhammad Ahmad Siddiqui,IJM,3433,3
NA-194,Haji   Shaukat Islam,Independent,1913,4
NA-194,Muhammad Naeem,HG,1588,5
NA-194,Rana   Zulqarnain Khan,Independent,378,6
NA-194,Muhammad Arif Khan Advocate,HPG,212,7
NA-194,Muhammad Younis Khan,Independent,126,8
NA-194,Khalil   Ahmad Nainital Wala,Independent,70,9
NA-195,Professor Nabi Dad Khan,PPP,25612,1
NA-195,Doctor   Rahim Ul Haq,PML-N,16628,2
NA-195,Syed   Mehtab Haidar,HG,4292,3
NA-195,Moulana Abdul Shakoor Khairpuri,IJM,3529,4
NA-195,Muhammad Zaman Yousif Zai,ANP,2199,5
NA-195,Sheikh   Masood Ur Rehman,MDM,776,6
NA-195,Haji   Jallal Khan,HPG,635,7
NA-195,Mufti   Abdul Aleam Qadri,Independent,425,8
NA-195,Syed   Ashraf Ali,Independent,133,9
NA-196,Sher Muhammad Baloch,PPP,23687,1
NA-196,Aleem   Adil Sheikh,PML-N,12824,2
NA-196,Muhammad Usman Razi Khan,PIF,4670,3
NA-196,Ejaz   Ahmad Khan,HG,1195,4
NA-196,Aziz   Ahmad,Independent,384,5
NA-196,Shakeel Ahmad Khan,Independent,293,6
NA-196,Muhammad Kamal,Independent,183,7
NA-196,Altaf   Azad,HPG,165,8
NA-196,Pir   Muhkhatar Ahmad Jan,IJM,98,9
NA-196,Fatehyab Ali Khan,MKP-F,98,10
NA-196,Haidar   Ali Molji,Independent,95,11
NA-196,Sohail   Anwar,Independent,70,12
NA-196,Mustafa Hussain alias Jamal,Independent,62,13
NA-196,Azim   Adil,Independent,58,14
NA-196,Chaudhary Abdul Razzaque,JMP,18,15
NA-197,Mehmood Khan Achakzai,PKMAP,47559,1
NA-197,Sardar   Fateh Muhammad Mohammad Hasni,PPP,38649,2
NA-197,Moulvi   Muhammad Sadiq Shah,IJM,21430,3
NA-197,Muhammad Yousif Notezai,JWP,13365,4
NA-197,Abdul   Majeed Khan,PIF,1770,5
NA-197,Nabi   Dad,PML-N,1210,6
NA-197,Molvi   Ameer Hamza Badani,MDM,857,7
NA-197,Moheem   Khan,Independent,610,8
NA-197,Fazila   Alayani,Independent,491,9
NA-197,Haq   Parast Muhammad Siddique Jurd,HPG,430,10
NA-197,Mir   Akram Khan,PNP,295,11
NA-197,Muhammad Ismail Baloch,Independent,212,12
NA-197,Arbab   Abdul Zahir Kasi,ANP,209,13
NA-197,Mir   Abdul Khaliq Muhammad Hasni,Independent,165,14
NA-197,Habib   Jalib,BNM-M,129,15
NA-197,Nasir   Hussain,Independent,63,16
NA-198,Mahmood Khan Achakzai,PKMAP,25879,1
NA-198,Moulvi   Abdul Ghani,IJM,24726,2
NA-198,Nasrullah Khan Kakar,MDM,8936,3
NA-198,Haji   Jailani Khan,ANP,4692,4
NA-198,Abdul   Haleem Tareen,PIF,1032,5
NA-198,Haji   Abdul Salam Kakar,PPP,464,6
NA-198,Mehmood Khan Kakar,Independent,410,7
NA-198,Doctor   Azam Jan,Independent,393,8
NA-199,Haji Gul Muhammad Khan Dummar,IJM,18298,1
NA-199,Sardar   Muhammad Yaqoob Khan Nasir,PML-N,16604,2
NA-199,Mir   Baz Muhammad Khan Khetran,PPP,11264,3
NA-199,Mir   Sohrab Khan,ANP,5690,4
NA-199,Muhammad Azeem Khan Jogezai,Independent,541,5
NA-199,Abdul   Hadi,Independent,444,6
NA-199,Muzaffar Khan,Independent,433,7
NA-199,Sardar   Dur Muhammad Nasir,Independent,366,8
NA-199,Said   Ahmad,MDM,250,9
NA-199,Mir   Haji Tareen,Independent,219,10
NA-199,Wazeer   Muhammad,Independent,192,11
NA-199,Shah   Jahan Khan Khetran,Independent,152,12
NA-199,Abdul   Sattar,Independent,120,13
NA-199,Zarghoon Khan,Independent,116,14
NA-199,Lal   Muhammad Khan,Independent,79,15
NA-200,Nawab Muhammad Ayaz Khan Jogezai,PKMAP,16279,1
NA-200,Moulvi   Muhammad Khan Sherani,IJM,15260,2
NA-200,Molvi   Muhammad Shafiq,MDM,1241,3
NA-200,Malik   Muhammad Shafiq Jalazai,Independent,1156,4
NA-200,Muhammad Anwar Mandokehl,PPP,426,5
NA-200,Haji   Ahamd Din Mando Khel,PML-J,335,6
NA-201,Sardar Yar   Muhammad Rind,JWP,13252,1
NA-201,Doctor   Abdul Haye Baloch,BNM-H,9184,2
NA-201,Sardar   Dhani Bakhash Baloch,BNM-M,3512,3
NA-201,Moulana Muhammad Abdul Malik Shah,IJM,2359,4
NA-201,Fazal   Haq,PML-Q,359,5
NA-201,Sardar   Chakar Khan (Rtd),Independent,328,6
NA-201,Mir   Nabi Bux (Rtd),Independent,275,7
NA-201,Nawab   Zulfiqar Ali Magsi (Rtd),PML-N,223,8
NA-201,Saleh   Muhammad (Rtd),Independent,195,9
NA-201,Muhammad Murab Abra (Rtd),Independent,142,10
NA-202,Nawab Muhammad Akbar Khan Bugti,JWP,27645,1
NA-202,Molvi   Atta Ullah,IJM,5138,2
NA-202,Abdur   Rahim Ziaratwal,PKMAP,5092,3
NA-202,Ajab   Khan,PPP,3975,4
NA-202,Abdul   Malik Panezai,ANP,3366,5
NA-203,Mir   Zafar Ullah Khan Jamali,Independent,28192,1
NA-203,Mir   Nabi Bakhash Khoso,PPP,24042,2
NA-203,Mir   Abdul Rahim Khan Rind,BNM-H,1075,3
NA-203,Molvi   Abdullah,IJM,964,4
NA-204,Molvi Abdul Ghafoor Haidari,IJM,22589,1
NA-204,Sardar   Muhammad Akhtar Maingal,BNM-M,13419,2
NA-204,Mir   Abdul Kareem Nowsherwani,Independent,12301,3
NA-204,Mir   Abdullah Jan,BNM-H,8247,4
NA-204,Prince   Mohi Uddin Baloch,Independent,6006,5
NA-204,Mir   Abdul Khaliq Muhammad Hasni,Independent,3434,6
NA-204,Mir   Hussain Bakhash Bangulzai,PML-N,921,7
NA-204,Sardar   Sana Ullah,PNP,533,8
NA-205,Mir   Muhammad Ayub Jattak,BNM-M,19126,1
NA-205,Mir   Muhammad Hasil Khan Bazinjo,PNP,17648,2
NA-205,Mir   Gohar Khan,IJM,9276,3
NA-205,Mir Khair   Jaan Baloch,PPP,5888,4
NA-205,Abdul   Majeed,BNM-H,777,5
NA-205,Rustam   Khan,Independent,640,6
NA-206,Ghulam   Akbar Lasi,PPP,33720,1
NA-206,Jam   Muhammad Yousif,PML-N,26483,2
NA-206,Abid   Raheem Rorabi,BNM-M,7444,3
NA-206,Haji   Muhammad Ramzan,IJM,2783,4
NA-206,Amanullah Ghichki,Independent,399,5
NA-207,Doctor Muhammad Yasin Baloch,BNM-H,28365,1
NA-207,Mir   Bizen Binanjo,PNP,14436,2
NA-207,Waja   Muhammad Hussain,PML-N,4101,3
NA-207,Muhammad Ismail,IJM,3689,4
NA-207,Doctor   Muhammad Haidar Baloch,PPP,3516,5
NA-207,Moulana Abdul Haq,PIF,1700,6
NA-207,Qazi   Ghulam Rasool,BNM-M,1598,7
NA-207,Amanullah Ghichki,Independent,805,8
NA-207,Sardar   Ahmad Jan,Independent,440,9
NA-207,Manzoor Khan,JWP,345,10
